PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),Cluster_Assignment
1693.0,1439.0,618.0,2083.0,1723.0,1
1374.0,1121.0,771.0,1685.0,1399.0,1
1287.0,982.0,841.0,1582.0,1291.0,2
1408.0,1052.0,761.0,1684.0,1443.0,1
1254.0,941.0,828.0,1566.0,1270.0,2
1141.0,827.0,936.0,1488.0,1110.0,2
1141.0,777.0,986.0,1455.0,1060.0,2
1042.0,697.0,1056.0,1410.0,965.0,0
986.0,651.0,1145.0,1380.0,891.0,0
1005.0,673.0,1103.0,1387.0,905.0,0
1041.0,683.0,1112.0,1398.0,899.0,0
1272.0,959.0,846.0,1660.0,1136.0,2
1436.0,1154.0,704.0,1872.0,1391.0,1
1472.0,1126.0,720.0,1816.0,1460.0,1
1418.0,1023.0,785.0,1720.0,1410.0,1
1410.0,1030.0,781.0,1743.0,1372.0,1
1438.0,1096.0,781.0,1779.0,1266.0,1
1278.0,1000.0,866.0,1621.0,1014.0,2
1257.0,1006.0,915.0,1573.0,870.0,2
1331.0,1046.0,882.0,1635.0,905.0,2
1361.0,1102.0,834.0,1704.0,991.0,2
1398.0,1156.0,812.0,1722.0,1076.0,1
1483.0,1213.0,764.0,1798.0,1249.0,1
1697.0,1471.0,625.0,2153.0,1548.0,1
1459.0,1124.0,736.0,1823.0,1300.0,1
1268.0,918.0,873.0,1602.0,1029.0,2
1469.0,1128.0,762.0,1870.0,1207.0,1
1316.0,952.0,847.0,1644.0,1047.0,2
1224.0,892.0,884.0,1580.0,923.0,2
1215.0,843.0,929.0,1551.0,862.0,2
1115.0,782.0,980.0,1500.0,752.0,2
1124.0,793.0,965.0,1521.0,791.0,2
1028.0,682.0,1090.0,1448.0,697.0,0
1010.0,650.0,1171.0,1434.0,664.0,0
1074.0,731.0,1020.0,1488.0,891.0,2
1034.0,684.0,1110.0,1423.0,813.0,0
1130.0,720.0,1063.0,1461.0,828.0,0
1275.0,900.0,868.0,1634.0,1057.0,2
1324.0,939.0,846.0,1658.0,1011.0,2
1268.0,902.0,906.0,1589.0,932.0,2
1272.0,924.0,895.0,1603.0,881.0,2
1160.0,860.0,969.0,1531.0,646.0,2
1136.0,792.0,1057.0,1476.0,536.0,0
1296.0,977.0,863.0,1642.0,746.0,2
1345.0,996.0,841.0,1678.0,833.0,2
1296.0,983.0,845.0,1626.0,802.0,2
1258.0,977.0,838.0,1636.0,838.0,2
1420.0,1085.0,755.0,1756.0,1051.0,1
1366.0,997.0,830.0,1673.0,1041.0,2
1113.0,772.0,989.0,1493.0,646.0,2
1196.0,853.0,909.0,1556.0,769.0,2
1188.0,829.0,930.0,1540.0,785.0,2
1102.0,750.0,1007.0,1470.0,613.0,0
969.0,611.0,1239.0,1330.0,430.0,0
983.0,600.0,1233.0,1375.0,485.0,0
876.0,505.0,1456.0,1294.0,467.0,0
884.0,489.0,1536.0,1278.0,436.0,0
1024.0,658.0,1175.0,1417.0,682.0,0
1126.0,822.0,945.0,1541.0,927.0,2
1415.0,1089.0,767.0,1795.0,1192.0,1
1631.0,1449.0,570.0,2299.0,1615.0,1
1499.0,1247.0,647.0,1972.0,1505.0,1
1461.0,1127.0,703.0,1836.0,1451.0,1
1430.0,1107.0,713.0,1853.0,1409.0,1
1498.0,1171.0,684.0,1942.0,1434.0,1
1454.0,1162.0,682.0,1915.0,1457.0,1
1402.0,1069.0,733.0,1793.0,1325.0,1
1327.0,971.0,803.0,1705.0,1120.0,2
1273.0,963.0,832.0,1662.0,931.0,2
1457.0,1190.0,678.0,1877.0,1212.0,1
1543.0,1290.0,631.0,2011.0,1353.0,1
1499.0,1239.0,651.0,1957.0,1359.0,1
1378.0,1102.0,742.0,1796.0,1273.0,1
1243.0,928.0,852.0,1622.0,1079.0,2
1196.0,885.0,884.0,1589.0,973.0,2
1137.0,869.0,890.0,1554.0,951.0,2
1015.0,718.0,1065.0,1428.0,714.0,0
978.0,635.0,1188.0,1382.0,579.0,0
933.0,547.0,1357.0,1336.0,542.0,0
927.0,579.0,1267.0,1370.0,562.0,0
908.0,569.0,1303.0,1360.0,526.0,0
980.0,677.0,1141.0,1435.0,659.0,0
1236.0,920.0,880.0,1641.0,1012.0,2
1664.0,1407.0,594.0,2198.0,1564.0,1
1757.0,1636.0,494.0,2560.0,1806.0,1
1524.0,1350.0,588.0,2096.0,1604.0,1
1329.0,1119.0,707.0,1823.0,1288.0,1
1167.0,884.0,881.0,1580.0,931.0,2
1369.0,1132.0,715.0,1818.0,1162.0,1
1284.0,1103.0,755.0,1704.0,1064.0,2
1221.0,1032.0,811.0,1630.0,913.0,2
1096.0,947.0,872.0,1519.0,684.0,2
1143.0,988.0,849.0,1590.0,710.0,2
1251.0,1116.0,760.0,1716.0,923.0,2
1268.0,1148.0,728.0,1776.0,1006.0,2
1314.0,1150.0,726.0,1784.0,1083.0,2
1315.0,1142.0,724.0,1807.0,1161.0,1
1095.0,918.0,896.0,1527.0,800.0,2
1027.0,808.0,996.0,1458.0,647.0,0
1012.0,752.0,1053.0,1393.0,649.0,0
948.0,710.0,1127.0,1352.0,575.0,0
889.0,603.0,1308.0,1271.0,455.0,0
830.0,538.0,1475.0,1214.0,392.0,0
801.0,464.0,1749.0,1154.0,340.0,0
804.0,468.0,1826.0,1166.0,320.0,0
824.0,478.0,1705.0,1200.0,331.0,0
1000.0,688.0,1257.0,1398.0,426.0,0
1307.0,1082.0,777.0,1769.0,830.0,2
1286.0,1171.0,716.0,1821.0,1006.0,2
1150.0,925.0,865.0,1576.0,820.0,2
1087.0,876.0,911.0,1554.0,737.0,2
1016.0,839.0,991.0,1448.0,790.0,2
1029.0,892.0,937.0,1474.0,760.0,2
1109.0,943.0,883.0,1604.0,767.0,2
997.0,817.0,1030.0,1426.0,626.0,0
1177.0,880.0,927.0,1552.0,776.0,2
1045.0,808.0,1038.0,1421.0,589.0,0
1171.0,1073.0,847.0,1623.0,872.0,2
1221.0,1101.0,799.0,1700.0,996.0,2
1262.0,1133.0,774.0,1748.0,1033.0,2
1207.0,1013.0,876.0,1632.0,982.0,2
956.0,666.0,1235.0,1282.0,518.0,0
1020.0,727.0,1153.0,1391.0,631.0,0
1107.0,861.0,957.0,1510.0,879.0,2
1020.0,752.0,1074.0,1398.0,839.0,0
1051.0,798.0,1016.0,1455.0,876.0,2
965.0,716.0,1087.0,1383.0,827.0,0
890.0,672.0,1183.0,1338.0,781.0,0
823.0,568.0,1366.0,1263.0,699.0,0
869.0,642.0,1291.0,1288.0,723.0,0
939.0,754.0,1169.0,1384.0,797.0,0
1274.0,1109.0,820.0,1723.0,1138.0,2
1512.0,1482.0,596.0,2189.0,1605.0,1
1435.0,1271.0,676.0,1885.0,1569.0,1
1207.0,1041.0,813.0,1620.0,1319.0,2
1223.0,1075.0,818.0,1678.0,1198.0,2
1121.0,1026.0,865.0,1541.0,958.0,2
1176.0,1123.0,816.0,1609.0,1068.0,2
1144.0,1114.0,845.0,1551.0,1010.0,2
1136.0,1089.0,856.0,1552.0,928.0,2
1085.0,1004.0,888.0,1454.0,816.0,2
1297.0,1287.0,723.0,1798.0,1216.0,1
1408.0,1404.0,646.0,1972.0,1463.0,1
1618.0,1530.0,579.0,2167.0,1791.0,1
1319.0,1172.0,746.0,1699.0,1425.0,1
1045.0,857.0,968.0,1410.0,922.0,2
1058.0,824.0,993.0,1411.0,971.0,2
1176.0,917.0,866.0,1560.0,1151.0,2
1047.0,783.0,1014.0,1449.0,975.0,2
1116.0,854.0,929.0,1533.0,1034.0,2
1074.0,832.0,951.0,1507.0,980.0,2
922.0,687.0,1142.0,1390.0,825.0,0
898.0,669.0,1163.0,1386.0,807.0,0
970.0,708.0,1121.0,1435.0,842.0,0
1073.0,812.0,988.0,1500.0,950.0,2
1081.0,906.0,895.0,1591.0,1024.0,2
1159.0,976.0,837.0,1663.0,1098.0,2
1112.0,931.0,869.0,1588.0,1011.0,2
1112.0,917.0,897.0,1542.0,931.0,2
1063.0,877.0,971.0,1481.0,811.0,2
1032.0,892.0,973.0,1457.0,756.0,2
936.0,829.0,1054.0,1336.0,607.0,0
883.0,766.0,1152.0,1238.0,498.0,0
942.0,852.0,1055.0,1318.0,540.0,0
943.0,850.0,1084.0,1296.0,544.0,0
1007.0,875.0,1027.0,1357.0,620.0,0
1037.0,927.0,949.0,1426.0,740.0,2
1127.0,1022.0,871.0,1534.0,921.0,2
1123.0,996.0,861.0,1551.0,1033.0,2
1110.0,909.0,916.0,1487.0,984.0,2
1247.0,1037.0,812.0,1618.0,1193.0,2
1220.0,967.0,844.0,1545.0,1219.0,2
1028.0,770.0,1047.0,1326.0,913.0,0
978.0,711.0,1144.0,1304.0,750.0,0
949.0,694.0,1160.0,1310.0,772.0,0
910.0,709.0,1162.0,1329.0,712.0,0
863.0,651.0,1224.0,1286.0,712.0,0
836.0,643.0,1244.0,1306.0,727.0,0
856.0,644.0,1259.0,1301.0,746.0,0
888.0,651.0,1240.0,1298.0,733.0,0
912.0,694.0,1196.0,1343.0,727.0,0
938.0,706.0,1177.0,1320.0,642.0,0
1053.0,823.0,1040.0,1386.0,810.0,0
1087.0,870.0,1014.0,1412.0,851.0,2
1153.0,945.0,969.0,1425.0,911.0,2
894.0,710.0,1209.0,1200.0,611.0,0
797.0,606.0,1452.0,1076.0,368.0,0
854.0,658.0,1409.0,1108.0,369.0,0
892.0,665.0,1348.0,1150.0,394.0,0
935.0,672.0,1299.0,1183.0,415.0,0
989.0,709.0,1225.0,1233.0,469.0,0
1063.0,797.0,1079.0,1285.0,607.0,0
922.0,674.0,1220.0,1205.0,498.0,0
925.0,680.0,1223.0,1217.0,481.0,0
924.0,648.0,1272.0,1186.0,465.0,0
914.0,661.0,1256.0,1187.0,478.0,0
840.0,556.0,1474.0,1094.0,366.0,0
799.0,514.0,1615.0,1036.0,332.0,0
856.0,581.0,1448.0,1111.0,346.0,0
830.0,560.0,1452.0,1066.0,350.0,0
753.0,462.0,1822.0,955.0,274.0,0
785.0,448.0,1923.0,1003.0,263.0,0
835.0,472.0,1756.0,1117.0,314.0,0
865.0,494.0,1613.0,1185.0,367.0,0
922.0,541.0,1453.0,1246.0,432.0,0
975.0,598.0,1268.0,1293.0,536.0,0
1040.0,646.0,1210.0,1325.0,555.0,0
1115.0,707.0,1105.0,1384.0,677.0,0
1004.0,641.0,1201.0,1305.0,557.0,0
895.0,536.0,1415.0,1229.0,421.0,0
917.0,563.0,1415.0,1257.0,423.0,0
1025.0,689.0,1189.0,1325.0,519.0,0
1035.0,660.0,1222.0,1301.0,533.0,0
1025.0,682.0,1197.0,1313.0,537.0,0
1040.0,705.0,1149.0,1324.0,612.0,0
1070.0,776.0,1065.0,1369.0,697.0,0
964.0,692.0,1176.0,1292.0,573.0,0
904.0,635.0,1269.0,1233.0,489.0,0
913.0,626.0,1271.0,1234.0,474.0,0
914.0,610.0,1322.0,1230.0,455.0,0
893.0,587.0,1368.0,1219.0,433.0,0
844.0,532.0,1499.0,1176.0,376.0,0
837.0,518.0,1581.0,1182.0,360.0,0
868.0,530.0,1482.0,1215.0,384.0,0
825.0,489.0,1565.0,1171.0,363.0,0
956.0,656.0,1251.0,1356.0,525.0,0
1124.0,853.0,960.0,1531.0,873.0,2
1496.0,1272.0,667.0,2011.0,1399.0,1
1452.0,1354.0,620.0,2057.0,1501.0,1
1172.0,1042.0,797.0,1641.0,1186.0,2
1020.0,871.0,956.0,1426.0,911.0,2
1044.0,900.0,934.0,1471.0,919.0,2
1020.0,866.0,972.0,1429.0,791.0,2
1009.0,885.0,994.0,1439.0,751.0,2
1073.0,966.0,935.0,1537.0,805.0,2
1098.0,971.0,877.0,1527.0,966.0,2
1061.0,887.0,920.0,1462.0,869.0,2
1289.0,1158.0,755.0,1791.0,1196.0,1
1442.0,1337.0,630.0,2004.0,1523.0,1
1479.0,1343.0,631.0,1995.0,1579.0,1
1266.0,1138.0,726.0,1747.0,1370.0,1
1149.0,952.0,845.0,1577.0,1204.0,2
1168.0,954.0,843.0,1586.0,1201.0,2
1079.0,847.0,925.0,1463.0,1122.0,2
1047.0,760.0,1032.0,1379.0,1003.0,2
936.0,705.0,1086.0,1364.0,918.0,0
900.0,635.0,1207.0,1307.0,836.0,0
839.0,576.0,1325.0,1285.0,759.0,0
840.0,563.0,1349.0,1275.0,755.0,0
905.0,670.0,1191.0,1346.0,820.0,0
1079.0,875.0,947.0,1535.0,998.0,2
1417.0,1246.0,669.0,1921.0,1403.0,1
1529.0,1497.0,569.0,2278.0,1641.0,1
1397.0,1248.0,659.0,1906.0,1534.0,1
1214.0,1061.0,780.0,1662.0,1257.0,2
1109.0,935.0,882.0,1518.0,1026.0,2
1122.0,993.0,859.0,1571.0,993.0,2
1094.0,966.0,877.0,1519.0,919.0,2
1164.0,1076.0,788.0,1653.0,1032.0,2
1188.0,1082.0,790.0,1653.0,1077.0,2
1098.0,934.0,895.0,1497.0,883.0,2
1180.0,1014.0,826.0,1595.0,1036.0,2
1195.0,1072.0,799.0,1609.0,1144.0,2
1234.0,1095.0,789.0,1638.0,1212.0,2
1425.0,1242.0,675.0,1858.0,1486.0,1
1320.0,1085.0,730.0,1689.0,1440.0,1
1158.0,892.0,870.0,1494.0,1242.0,2
1060.0,805.0,964.0,1418.0,1089.0,2
1036.0,746.0,1034.0,1364.0,993.0,0
943.0,660.0,1163.0,1297.0,862.0,0
899.0,591.0,1243.0,1259.0,815.0,0
889.0,559.0,1331.0,1241.0,714.0,0
847.0,527.0,1416.0,1216.0,682.0,0
918.0,625.0,1255.0,1298.0,744.0,0
1105.0,897.0,906.0,1510.0,1050.0,2
1491.0,1335.0,625.0,2001.0,1522.0,1
1508.0,1355.0,609.0,2034.0,1623.0,1
1489.0,1270.0,633.0,1889.0,1638.0,1
1451.0,1219.0,661.0,1804.0,1633.0,1
1454.0,1225.0,661.0,1809.0,1654.0,1
1392.0,1210.0,689.0,1792.0,1559.0,1
1351.0,1210.0,709.0,1783.0,1374.0,1
1418.0,1282.0,681.0,1890.0,1418.0,1
1303.0,1143.0,748.0,1734.0,1228.0,1
1292.0,1116.0,746.0,1676.0,1293.0,1
1560.0,1413.0,594.0,2046.0,1642.0,1
1765.0,1507.0,533.0,2271.0,1895.0,1
1875.0,1637.0,482.0,2446.0,2086.0,1
1746.0,1409.0,553.0,2119.0,1898.0,1
1607.0,1290.0,587.0,1960.0,1758.0,1
1277.0,952.0,802.0,1607.0,1284.0,2
1207.0,868.0,877.0,1532.0,1075.0,2
1209.0,863.0,882.0,1547.0,1084.0,2
1189.0,844.0,887.0,1566.0,1049.0,2
1132.0,810.0,899.0,1532.0,1021.0,2
974.0,635.0,1159.0,1387.0,778.0,0
1033.0,686.0,1030.0,1420.0,948.0,0
1075.0,782.0,941.0,1505.0,988.0,2
1242.0,978.0,778.0,1686.0,1184.0,2
1657.0,1384.0,579.0,2176.0,1600.0,1
1406.0,1258.0,636.0,1890.0,1495.0,1
1150.0,973.0,827.0,1590.0,1188.0,2
1184.0,983.0,823.0,1604.0,1166.0,2
1223.0,1014.0,781.0,1666.0,1219.0,2
1196.0,997.0,802.0,1644.0,1128.0,2
1559.0,1267.0,653.0,2047.0,1373.0,1
1544.0,1266.0,613.0,2066.0,1415.0,1
1485.0,1223.0,650.0,1980.0,1302.0,1
1498.0,1230.0,649.0,1963.0,1308.0,1
1593.0,1378.0,582.0,2159.0,1449.0,1
1529.0,1309.0,627.0,2083.0,1385.0,1
1689.0,1474.0,560.0,2298.0,1492.0,1
1535.0,1295.0,627.0,2039.0,1380.0,1
1304.0,1067.0,737.0,1811.0,1167.0,2
1235.0,963.0,803.0,1680.0,1095.0,2
1281.0,977.0,794.0,1695.0,1105.0,2
1167.0,904.0,846.0,1627.0,1051.0,2
1134.0,863.0,869.0,1599.0,1009.0,2
1100.0,829.0,887.0,1565.0,972.0,2
1057.0,768.0,958.0,1527.0,884.0,2
902.0,652.0,1158.0,1437.0,661.0,0
982.0,724.0,1055.0,1508.0,774.0,0
997.0,769.0,1002.0,1524.0,868.0,2
1141.0,902.0,905.0,1672.0,965.0,2
1163.0,930.0,849.0,1691.0,985.0,2
1107.0,864.0,911.0,1604.0,963.0,2
1228.0,949.0,838.0,1706.0,1069.0,2
1033.0,810.0,969.0,1526.0,864.0,2
984.0,763.0,1054.0,1472.0,641.0,0
1066.0,879.0,939.0,1536.0,740.0,2
926.0,707.0,1130.0,1429.0,532.0,0
979.0,764.0,1054.0,1462.0,572.0,0
993.0,783.0,1033.0,1482.0,630.0,0
970.0,763.0,1043.0,1462.0,608.0,0
997.0,788.0,1014.0,1482.0,644.0,0
1097.0,892.0,909.0,1594.0,833.0,2
1105.0,908.0,900.0,1566.0,923.0,2
993.0,777.0,1022.0,1482.0,790.0,0
1136.0,896.0,919.0,1623.0,961.0,2
1297.0,1003.0,798.0,1700.0,1177.0,2
1110.0,855.0,897.0,1568.0,943.0,2
1027.0,827.0,942.0,1529.0,742.0,2
1024.0,795.0,982.0,1501.0,705.0,2
992.0,783.0,988.0,1527.0,663.0,0
929.0,664.0,1144.0,1449.0,536.0,0
892.0,579.0,1309.0,1396.0,441.0,0
895.0,609.0,1268.0,1410.0,477.0,0
915.0,612.0,1266.0,1411.0,506.0,0
947.0,649.0,1154.0,1459.0,608.0,0
1032.0,721.0,1052.0,1546.0,663.0,0
1219.0,849.0,901.0,1664.0,912.0,2
1217.0,869.0,873.0,1660.0,963.0,2
1097.0,779.0,980.0,1565.0,803.0,2
938.0,674.0,1136.0,1433.0,564.0,0
944.0,677.0,1140.0,1436.0,501.0,0
1139.0,847.0,929.0,1604.0,701.0,2
1163.0,859.0,921.0,1603.0,783.0,2
1157.0,885.0,916.0,1590.0,784.0,2
1154.0,919.0,876.0,1623.0,861.0,2
1342.0,1102.0,744.0,1824.0,1156.0,1
1178.0,949.0,847.0,1653.0,1047.0,2
1152.0,926.0,854.0,1669.0,1034.0,2
1078.0,841.0,920.0,1595.0,962.0,2
1167.0,945.0,826.0,1702.0,1100.0,2
1111.0,890.0,871.0,1658.0,1047.0,2
988.0,722.0,1029.0,1500.0,874.0,0
917.0,677.0,1103.0,1494.0,747.0,0
850.0,562.0,1275.0,1407.0,589.0,0
885.0,589.0,1238.0,1443.0,635.0,0
888.0,597.0,1242.0,1428.0,671.0,0
1101.0,852.0,913.0,1655.0,992.0,2
1399.0,1195.0,680.0,1976.0,1308.0,1
1325.0,1260.0,652.0,1969.0,1303.0,1
1058.0,921.0,876.0,1594.0,893.0,2
990.0,846.0,947.0,1503.0,715.0,2
1018.0,879.0,950.0,1574.0,685.0,2
1105.0,1010.0,811.0,1709.0,947.0,2
1194.0,1097.0,743.0,1847.0,1049.0,2
1088.0,893.0,892.0,1565.0,741.0,2
1084.0,933.0,872.0,1602.0,801.0,2
1207.0,1032.0,797.0,1701.0,969.0,2
1186.0,1042.0,808.0,1684.0,1038.0,2
1053.0,911.0,916.0,1528.0,889.0,2
1032.0,895.0,921.0,1508.0,879.0,2
989.0,846.0,960.0,1476.0,846.0,2
930.0,745.0,1085.0,1391.0,712.0,0
951.0,766.0,1056.0,1431.0,747.0,0
985.0,780.0,1017.0,1444.0,791.0,0
937.0,703.0,1136.0,1377.0,637.0,0
887.0,648.0,1222.0,1357.0,553.0,0
806.0,544.0,1429.0,1290.0,449.0,0
771.0,483.0,1587.0,1277.0,485.0,0
802.0,519.0,1523.0,1315.0,540.0,0
878.0,644.0,1260.0,1410.0,685.0,0
1070.0,883.0,942.0,1625.0,925.0,2
1430.0,1316.0,638.0,2069.0,1382.0,1
1565.0,1549.0,540.0,2396.0,1645.0,1
1365.0,1299.0,637.0,1999.0,1514.0,1
1348.0,1214.0,678.0,1874.0,1509.0,1
1311.0,1279.0,648.0,1991.0,1520.0,1
1302.0,1260.0,658.0,1970.0,1471.0,1
1250.0,1173.0,720.0,1870.0,1282.0,1
1083.0,988.0,859.0,1643.0,1004.0,2
1005.0,894.0,956.0,1530.0,714.0,2
1129.0,1107.0,844.0,1742.0,940.0,2
1327.0,1289.0,712.0,1938.0,1272.0,1
1428.0,1437.0,599.0,2156.0,1526.0,1
1426.0,1400.0,612.0,2102.0,1488.0,1
1310.0,1313.0,663.0,1958.0,1475.0,1
1114.0,1059.0,792.0,1704.0,1182.0,2
991.0,889.0,932.0,1550.0,933.0,2
1089.0,940.0,866.0,1589.0,1001.0,2
911.0,740.0,1071.0,1412.0,756.0,0
1005.0,802.0,976.0,1474.0,952.0,2
863.0,664.0,1172.0,1381.0,808.0,0
857.0,653.0,1197.0,1375.0,779.0,0
804.0,585.0,1301.0,1319.0,717.0,0
871.0,694.0,1160.0,1421.0,779.0,0
1035.0,929.0,887.0,1599.0,1009.0,2
1513.0,1480.0,572.0,2249.0,1595.0,1
1726.0,1776.0,478.0,2684.0,1940.0,1
1396.0,1296.0,619.0,1991.0,1628.0,1
1333.0,1212.0,668.0,1854.0,1573.0,1
1161.0,1016.0,849.0,1642.0,1187.0,2
1081.0,1000.0,900.0,1561.0,900.0,2
1075.0,998.0,914.0,1574.0,800.0,2
1055.0,964.0,953.0,1513.0,770.0,2
1053.0,953.0,988.0,1483.0,758.0,2
1087.0,1075.0,944.0,1558.0,886.0,2
1304.0,1291.0,765.0,1838.0,1219.0,1
1625.0,1608.0,601.0,2271.0,1725.0,1
1649.0,1633.0,584.0,2328.0,1745.0,1
1443.0,1455.0,635.0,2073.0,1600.0,1
1209.0,1193.0,753.0,1737.0,1310.0,1
1105.0,1000.0,847.0,1573.0,1208.0,2
1020.0,863.0,933.0,1492.0,1074.0,2
991.0,828.0,973.0,1469.0,993.0,2
937.0,741.0,1058.0,1420.0,923.0,0
882.0,654.0,1141.0,1377.0,819.0,0
843.0,597.0,1242.0,1341.0,727.0,0
819.0,565.0,1295.0,1316.0,694.0,0
834.0,596.0,1276.0,1335.0,727.0,0
977.0,800.0,990.0,1474.0,926.0,2
1234.0,1109.0,767.0,1729.0,1194.0,2
1403.0,1340.0,623.0,2003.0,1502.0,1
1538.0,1458.0,593.0,2186.0,1743.0,1
1343.0,1299.0,694.0,1945.0,1542.0,1
1243.0,1162.0,766.0,1731.0,1354.0,1
1201.0,1102.0,814.0,1682.0,1175.0,2
1121.0,1020.0,893.0,1585.0,916.0,2
1087.0,1055.0,908.0,1562.0,818.0,2
1165.0,1225.0,824.0,1676.0,1028.0,2
1224.0,1270.0,806.0,1739.0,1113.0,2
1431.0,1482.0,679.0,2025.0,1431.0,1
1433.0,1510.0,661.0,2038.0,1503.0,1
1527.0,1664.0,587.0,2238.0,1775.0,1
1387.0,1361.0,701.0,1932.0,1505.0,1
1158.0,1100.0,835.0,1659.0,1211.0,2
1009.0,907.0,982.0,1466.0,872.0,2
1026.0,890.0,976.0,1467.0,855.0,2
1119.0,979.0,873.0,1593.0,1170.0,2
1000.0,839.0,958.0,1467.0,1024.0,2
866.0,675.0,1155.0,1337.0,841.0,0
848.0,642.0,1202.0,1325.0,760.0,0
844.0,608.0,1213.0,1314.0,803.0,0
852.0,646.0,1186.0,1321.0,793.0,0
923.0,757.0,1041.0,1418.0,906.0,0
1490.0,1368.0,627.0,2119.0,1541.0,1
1662.0,1576.0,523.0,2417.0,1861.0,1
1553.0,1354.0,621.0,2030.0,1895.0,1
1423.0,1247.0,706.0,1887.0,1684.0,1
1458.0,1350.0,677.0,1947.0,1731.0,1
1349.0,1299.0,728.0,1838.0,1402.0,1
1326.0,1265.0,757.0,1835.0,1246.0,1
1356.0,1312.0,729.0,1865.0,1342.0,1
1460.0,1438.0,680.0,1953.0,1489.0,1
1497.0,1449.0,679.0,1985.0,1532.0,1
1645.0,1566.0,599.0,2228.0,1909.0,1
1557.0,1483.0,615.0,2087.0,1757.0,1
1747.0,1608.0,557.0,2335.0,1983.0,1
1482.0,1319.0,660.0,1975.0,1703.0,1
1211.0,1010.0,816.0,1619.0,1246.0,2
1294.0,1083.0,770.0,1687.0,1321.0,2
1300.0,1043.0,777.0,1659.0,1375.0,2
1402.0,1098.0,736.0,1729.0,1456.0,1
1349.0,1097.0,707.0,1763.0,1442.0,1
1161.0,938.0,827.0,1597.0,1243.0,2
1022.0,802.0,916.0,1481.0,1078.0,2
948.0,700.0,1045.0,1430.0,939.0,0
933.0,697.0,1045.0,1403.0,937.0,0
1021.0,800.0,931.0,1483.0,1019.0,2
1134.0,979.0,794.0,1639.0,1140.0,2
1311.0,1147.0,681.0,1838.0,1351.0,1
1409.0,1169.0,685.0,1874.0,1459.0,1
1301.0,1059.0,787.0,1727.0,1297.0,2
1354.0,1130.0,765.0,1808.0,1291.0,1
1391.0,1136.0,738.0,1840.0,1296.0,1
1200.0,929.0,879.0,1623.0,972.0,2
1338.0,1016.0,798.0,1766.0,1194.0,2
1223.0,938.0,884.0,1610.0,880.0,2
1278.0,1003.0,845.0,1691.0,909.0,2
1257.0,973.0,860.0,1634.0,839.0,2
1497.0,1171.0,725.0,1899.0,1248.0,1
1567.0,1280.0,661.0,1970.0,1476.0,1
1503.0,1203.0,651.0,1863.0,1502.0,1
1169.0,850.0,906.0,1584.0,873.0,2
1007.0,650.0,1157.0,1404.0,528.0,0
1004.0,667.0,1157.0,1365.0,492.0,0
967.0,661.0,1181.0,1321.0,463.0,0
984.0,707.0,1131.0,1359.0,494.0,0
931.0,689.0,1161.0,1317.0,503.0,0
966.0,737.0,1083.0,1363.0,581.0,0
777.0,521.0,1535.0,1121.0,350.0,0
763.0,471.0,1783.0,1098.0,305.0,0
804.0,505.0,1718.0,1148.0,329.0,0
830.0,535.0,1496.0,1184.0,375.0,0
833.0,553.0,1476.0,1180.0,373.0,0
875.0,603.0,1370.0,1206.0,385.0,0
882.0,621.0,1346.0,1216.0,403.0,0
862.0,635.0,1320.0,1193.0,393.0,0
863.0,636.0,1290.0,1185.0,388.0,0
830.0,596.0,1389.0,1145.0,371.0,0
807.0,584.0,1488.0,1104.0,347.0,0
873.0,675.0,1343.0,1181.0,396.0,0
931.0,739.0,1274.0,1219.0,474.0,0
918.0,748.0,1228.0,1219.0,505.0,0
1001.0,811.0,1122.0,1344.0,625.0,0
1169.0,1039.0,883.0,1550.0,941.0,2
1085.0,907.0,976.0,1419.0,893.0,2
940.0,769.0,1103.0,1310.0,731.0,0
1126.0,1083.0,875.0,1654.0,955.0,2
978.0,858.0,1013.0,1379.0,761.0,0
893.0,703.0,1192.0,1283.0,515.0,0
838.0,601.0,1361.0,1220.0,434.0,0
803.0,527.0,1513.0,1152.0,369.0,0
775.0,477.0,1722.0,1115.0,335.0,0
767.0,454.0,1826.0,1091.0,319.0,0
809.0,521.0,1575.0,1158.0,378.0,0
898.0,676.0,1271.0,1307.0,517.0,0
1053.0,880.0,982.0,1464.0,786.0,2
1033.0,934.0,917.0,1490.0,844.0,2
941.0,780.0,1080.0,1343.0,720.0,0
941.0,782.0,1102.0,1328.0,668.0,0
917.0,772.0,1098.0,1311.0,605.0,0
977.0,837.0,1038.0,1413.0,646.0,0
994.0,851.0,1018.0,1436.0,640.0,0
942.0,785.0,1065.0,1365.0,571.0,0
981.0,810.0,1060.0,1395.0,605.0,0
984.0,832.0,1034.0,1410.0,636.0,0
1116.0,1003.0,864.0,1625.0,886.0,2
1181.0,1114.0,787.0,1685.0,1032.0,2
1163.0,1068.0,811.0,1616.0,977.0,2
1081.0,950.0,907.0,1496.0,924.0,2
1017.0,842.0,1000.0,1441.0,846.0,2
966.0,778.0,1057.0,1359.0,755.0,0
924.0,709.0,1158.0,1318.0,610.0,0
861.0,601.0,1351.0,1225.0,439.0,0
826.0,560.0,1424.0,1197.0,402.0,0
846.0,557.0,1385.0,1212.0,406.0,0
842.0,545.0,1423.0,1224.0,424.0,0
909.0,617.0,1236.0,1302.0,558.0,0
930.0,670.0,1143.0,1339.0,746.0,0
